sample_index,channel_1,label
0,4675.537905161132,strong_grip
0,7188.432775549028,strong_grip
0,8867.473467287238,strong_grip
0,7694.565676995001,strong_grip
0,4765.995414971759,strong_grip
0,6587.68493982374,strong_grip
0,8810.74473985967,strong_grip
0,8120.478167590877,strong_grip
0,5065.084107528223,strong_grip
0,5962.014909030785,strong_grip
0,8606.740368216082,strong_grip
0,8427.881709084715,strong_grip
0,5595.334541241472,strong_grip
0,5440.012269021544,strong_grip
0,8390.531944099897,strong_grip
0,8642.972545978135,strong_grip
0,6152.004736900894,strong_grip
0,4972.883161650081,strong_grip
0,8017.078997740627,strong_grip
0,8774.870190008902,strong_grip
0,6777.563008971573,strong_grip
0,4761.994452714259,strong_grip
0,7522.34548596686,strong_grip
0,8828.246155768175,strong_grip
0,7328.757027239446,strong_grip
0,4644.15605594588,strong_grip
0,6986.216543461865,strong_grip
0,8866.937025420311,strong_grip
0,7846.423428824357,strong_grip
0,4840.851407152582,strong_grip
0,6405.3617603018,strong_grip
0,8753.613681031906,strong_grip
0,8204.699540698473,strong_grip
0,5200.222754505009,strong_grip
0,5848.624509409012,strong_grip
0,8610.406054306754,strong_grip
0,8494.48990756153,strong_grip
0,5693.682216844823,strong_grip
0,5298.123395219254,strong_grip
0,8276.4039369111,strong_grip
0,8672.38744168132,strong_grip
0,6362.513466180977,strong_grip
0,4911.214698697889,strong_grip
0,7895.552563137122,strong_grip
0,8835.823397138523,strong_grip
0,6946.631604031516,strong_grip
0,4651.107448471481,strong_grip
0,7368.297263180883,strong_grip
0,8931.287697707141,strong_grip
0,7518.076302775897,strong_grip
0,4731.5513767661305,strong_grip
0,6894.954370850846,strong_grip
0,8950.689011894347,strong_grip
0,8008.719445314342,strong_grip
0,4916.556765622708,strong_grip
0,6106.116605534149,strong_grip
0,8698.516630949573,strong_grip
0,8383.692310296574,strong_grip
0,5495.623409226348,strong_grip
0,5727.142778294418,strong_grip
0,8592.479955253597,strong_grip
0,8750.327974596974,strong_grip
0,5917.020847442252,strong_grip
0,5174.026510003389,strong_grip
0,8306.869364603683,strong_grip
0,8934.752218097714,strong_grip
0,6589.651893335807,strong_grip
0,4696.123861804469,strong_grip
0,7876.486525116745,strong_grip
0,9110.861612661078,strong_grip
0,7250.548273390326,strong_grip
0,4587.740252940685,strong_grip
0,7243.507473886904,strong_grip
0,8938.931994310857,strong_grip
0,7578.895399438787,strong_grip
0,4541.51684540711,strong_grip
0,6551.162189383768,strong_grip
0,8981.065032609109,strong_grip
0,8201.48088949691,strong_grip
0,4958.332176009676,strong_grip
0,5980.23158076186,strong_grip
0,8726.076331862967,strong_grip
0,8570.999928832047,strong_grip
0,5456.4184494517385,strong_grip
0,5141.102390420722,strong_grip
0,8411.252011209966,strong_grip
0,8808.107234013944,strong_grip
0,5893.886791931009,strong_grip
0,4771.359833641032,strong_grip
0,7835.247556596703,strong_grip
0,8601.286542568987,strong_grip
0,6366.089745293826,strong_grip
0,4135.609166098734,strong_grip
0,7295.363521023217,strong_grip
0,8866.445287042296,strong_grip
0,6795.8020324471045,strong_grip
0,3894.7691195928005,strong_grip
0,6681.9869496806805,strong_grip
0,8638.524548831529,strong_grip
0,7665.642519669834,strong_grip
0,4415.721227612642,strong_grip
0,5929.046085959207,strong_grip
0,8616.150452631766,strong_grip
0,8169.607301903642,strong_grip
0,4880.7045675163945,strong_grip
0,5784.743223755744,strong_grip
0,8635.775284263525,strong_grip
0,8505.799890255916,strong_grip
0,5611.248983293651,strong_grip
0,5390.369044586307,strong_grip
0,8455.396706509198,strong_grip
0,8851.156693834864,strong_grip
0,6252.4311247385895,strong_grip
0,4948.050373560235,strong_grip
0,8111.984504697861,strong_grip
0,8958.445067220338,strong_grip
0,6910.399426269463,strong_grip
0,4657.187122963324,strong_grip
0,7551.11218108084,strong_grip
0,8930.192462228832,strong_grip
0,7516.332866708382,strong_grip
0,4798.316037454133,strong_grip
0,6911.964048381335,strong_grip
0,8998.789965962169,strong_grip
0,8183.711252654941,strong_grip
0,5078.115174545667,strong_grip
0,6325.767198296452,strong_grip
0,8864.165409107854,strong_grip
0,8484.588084767829,strong_grip
0,5511.739016978624,strong_grip
0,5723.6112026704795,strong_grip
0,8643.956022734168,strong_grip
0,8753.546625798539,strong_grip
0,5908.7507019937875,strong_grip
0,5167.745669811448,strong_grip
0,8408.927429786614,strong_grip
0,8932.047657018622,strong_grip
0,6514.885308132805,strong_grip
0,4901.581096837652,strong_grip
0,7671.073993572473,strong_grip
0,8888.70762451978,strong_grip
0,7180.319092311752,strong_grip
0,4696.3920827379325,strong_grip
0,7238.143055217631,strong_grip
0,8651.823836782436,strong_grip
0,7737.793950771565,strong_grip
0,4655.130762473436,strong_grip
0,6633.707181657217,strong_grip
0,8896.128403678942,strong_grip
0,8101.970923181882,strong_grip
0,4990.2281153474,strong_grip
0,6066.777535292809,strong_grip
0,8784.235570935676,strong_grip
0,8523.815396286893,strong_grip
0,5451.858693582856,strong_grip
0,5532.906118977799,strong_grip
0,8473.054584628891,strong_grip
0,8746.662288506304,strong_grip
0,5971.8496765911195,strong_grip
0,4889.309989131688,strong_grip
0,8283.914123048082,strong_grip
0,8902.409243870885,strong_grip
0,6572.2175326606675,strong_grip
